key	linga	base	pratyaya	head_segment	lnum	page
KARqavIraRaka				KARqavIraRaka tri0 KaRqa iva vIraRaH KaRqavIraRaH tataH arIhaRA0 caturarTyAM vuY . svAduvIraRasannikfzwa- deSAdO .	16546	2473,b
KARqika				KARqika strI KaRqaM modakAdi Silpamasya uY . (mayarA) modakakArake hArA0 .	16547	2473,b
KAta	na0	Kana	BAve kta	KAta na0 Kana — BAve kta . 1 Kanane karmmaRi kta . 2 puzkari- RyAdO tri0 “ pUrttaM KAtAdikarmmaca ” amaraH . taqAga- Sabde vivftiH . KAtavetanAdidAnArTaM kzetraPalajYAnopayogI KAtavyavahAro lIlA0 ukto	16548	2473,b
KAtaka				KAtaka na0 KAta + saMjYAryA kan . 1 pariKAyAm(KAi) hemaca0 . “ uttamarRRoDanaKAmI aGamarRastu KAtakaH ” ityukte 2 aGamarRRe 3 parasEnyavidArake ca “ KAtaka- vyUhatattvajYaM balaharzaRakovidam ” BA0 SA	16549	2475,a
KAtaBU				KAtaBU strI KAtayuktA BUH . 1 pariKAyAM 2 pratikUpe ca hArA0	16550	2475,a
KAti				KAti strI Kana — KE — vA BAve — ktin At . Kanane .	16551	2475,a
KAtra	na0	Kana	tral kicca At	KAtra na0 Kana — tral kicca At . 1 Kanitre 2 jalADAre ca si0 kO0 3 vane 4 sUtre ca saMkziptasAraH .	16552	2475,a
KAda				KAda BakzaRe BvA0 para0 saka0 sew . KAdati aKAdIt caKAda . KAdyaH KAdakaH KAdanam . Rici . KAdayati fdit acaKAdat ta . “ saktUn KAdati yaSca tasya ripavonASaM prayAnti Gruvam ” ti0 ta0 “ na KAdeH para	16553	2475,a
KAdaka	tri0	KAda	Rvul	KAdaka tri0 KAda — Rvul . 1 Bakzake . “ vfTA mAMsAni KAdakaH ” manuH “ yadi cet KAdako na syAt na tadA GAtako Bavet ” BA0 Anu0 5624 Slo0 . 2 aDamarRe ca “ KAdako vittahInaH syAt lagnako vittavAn yadi 	16554	2475,b
KAdatamodatA				KAdatamodatA KAdata modata ityucyate yasyAM kriyAyAm mayU0 sa0 . KAdanamodanAya nideSakriyAyAm .	16555	2475,b
KAdana	pu0	KAdatyanena KAda	karaRe lyuw	KAdana pu0 KAdatyanena KAda — karaRe lyuw . 1 dante hema0 . BAve lyUw . 2 BakzaRe na0 . “ aSvAnAM KAdanenAhamarTI nAnyena kenacit ” rAmA0 2, 50 sa0 45 SlokaH .	16556	2475,b
KAdi	tri0	KAda	karmaRi in	KAdi tri0 KAda — karmaRi in . Bakzye “ aMsezvA vaH prapaTezu KAdayaH ” f0 1, 166, 9, . “ KAdayaH BakzyAH ” mA0 KAda — DAtUnAmanekArTatvAt trARe karttari in . 2 trAyake . “ hastezu KAdiSca kftiSca saMd	16557	2475,b
KAdita	tri0	KAda	kta	KAdita tri0 KAda — kta . Bakzite amaraH . “ ASaNkamAno vEdehIM KAditAM nihatAM mftAm ” BawwiH .	16558	2475,b
KAdin	tri0	KAda	Rini	KAdin tri0 KAda — Rini . Bakzake striyAM NIp . “ lozwa- marddI tfRacCedI naKaKAdI ca yo naraH ” manuH .	16559	2475,b
KAduka	tri0	KAda	un saMjYAyAM kan	KAduka tri0 KAda — un saMjYAyAM kan . hiMsASIle hema0 .	16560	2475,b
KAdoarRRas				KAdoarRRas strI KAda — karmaRi asun KAdaH KAdyamarRaM jalaM yasyAH pfzo0 pUrvarUpEkAdaSABAvaH nadyAM . niGa0 .	16561	2475,b
KAdya	tri0	KAda	karmaRi Ryat	KAdya tri0 KAda — karmaRi Ryat . Bakzye . “ mAMsaprakArE rviviDEH KAdyEScApi taTA nfpa! ” BA0 sa0 4 a0 .	16562	2475,b
KAna	na0	KE	DAtUnAmanekArTatvAt BakzaRe BAve lyuw	KAna na0 KE — DAtUnAmanekArTatvAt BakzaRe BAve lyuw . BakzaRe . “ sadBAvena hi tuzyanti devAH satpuruzA dvijAH . itare KAnapAnena vAkpradAnena paRqitAH ” garu0 pu0 109 a0 . “ KAne pAne ca dAtavyam ” d	16563	2475,b
KAnaka	tri0	Kana	Rvul	KAnaka tri0 Kana — Rvul . Kanake “ vyADAn SAkunikAn gopAn kEvartAn mUlaKAnakAn ” manuH .	16564	2476,a
KAni				KAni strI Kanireva pfzo0 vfdDiH . KarRRAdyutpattisTAne Akare hemaca0 . vA NIp tatrArTe Sabdaca0 .	16565	2476,a
KAnika				KAnika na0 KAnenaM Kananena nirvfttaM WaY . kuqyaCedye gartte trikA0 .	16566	2476,a
KAnila				KAnila pu0 KAnaM KananaM SilpatvenAstyasya bA0 ilac . sanDicOre BittiBedanena corayitari trikA0 .	16567	2476,a
KAnizka				KAnizka pu0 dIptAgnInAM sadA paTyaH KAnizkaH kaPahA guruH ” suSrutIkte mAMsaBede .	16568	2476,a
KAnodaka				KAnodaka pu0 KAnAya BojanAya udakamatra . nArikele trikA0 .	16569	2476,a
KApagA				KApagA strI KasTAkASasTApagA . gaNgAyAm hema0 KaDunI KanadIpraBftayo'pyatra .	16570	2476,a
KAra	pu0	KamavakASamADikyena fcCati f	aR upa0 sa0	KAra pu0 KamavakASamADikyena fcCati f — aR upa0 sa0 . KArIparimARe ujjvala0 .	16571	2476,a
KAri	strI	KaM maDyAvakASamArAti A + rA	ka gOrA0 NIz vA hrasvaH	KAri(rI) strI KaM maDyAvakASamArAti A + rA — ka gOrA0 NIz vA hrasvaH . droRazoqaSAtmake GAnyAdimAnaBede . “ palaYca kuqavaH prasTaH AQako droRa eva ca . GAnyamAnezu bodDavyAH kramaSo'mI caturguRAH . d	16572	2476,a
KArI	strI	KaM maDyAvakASamArAti A + rA	ka gOrA0 NIz vA hrasvaH	KAri(rI) strI KaM maDyAvakASamArAti A + rA — ka gOrA0 NIz vA hrasvaH . droRazoqaSAtmake GAnyAdimAnaBede . “ palaYca kuqavaH prasTaH AQako droRa eva ca . GAnyamAnezu bodDavyAH kramaSo'mI caturguRAH . d	16572.1	2476,a
KArinDama	tri0	KArIM Damati DmA	KaS GamAdeSaH mum hrasvaSca	KArinDama tri0 KArIM Damati DmA — KaS GamAdeSaH mum hrasvaSca . KArIDmAyake .	16573	2476,a
KArimpaca	tri0	KArIM tanmitaDAnyaM pacati paca	KaS mum hrasvaSca	KArimpaca tri0 KArIM tanmitaDAnyaM pacati paca — KaS mum hrasvaSca . KArImitAnnapAcake .	16574	2476,a
KArIka				KArIka tri0 KArIM KArIvApamarhati Ikan . KArIvApa yogye kzetre amaraH 2 KArImitaGAnyAdikrIte ca .	16575	2476,a
KArIvApa	tri0	KArI tanmitaDAnyam upyate'tra vapa	AGAre GaY	KArIvApa tri0 KArI tanmitaDAnyam upyate'tra vapa — AGAre GaY . KArImitaDAnyavapanayogye kzetrAdO amaraH . KArIM vapati vapa — karttari aR upa0 sa0 . KArImita- DAnyAdivApake tri0 striyAM wAp si0 kO0 . 	16576	2476,a
KArkAra				KArkAra pu0 garddaBajAtiSabde “ KArkAraramasA mattAH paryya- DAvan varUTaSaH ” mAga0 3, 17, 12 tasya tatrArTatAmAha SrIGaraH .	16577	2476,a
KArbujeya				KArbujeya tri0 Karbujasyedam vA0 Qak . 1 KarbujasambanDini . 2 rasAlaBede na0 . “ maGuradaDani maDye SarkarAM sanniyojya Suci vidalitaKaRqaM prakzipet KArbujeyam . karavilu- litamERErvAsitaM nABiganDE	16578	2476,b
KAlatya				KAlatya na0 KalaterBAvaH zyaY . indraluptaroge “ jarA KAlatyaM pAlityaM SarIramanuprAviSan ” aTa0 11 . 8 . 19 . pfzo0 imaDyatApyeke yaTAha suSrutaH “ romakUpAnugaM pittaM vAtena saha mUrcCitam . pracy	16579	2476,b
KiKira		puMstrI KiNkira	pfzo0	KiKira puMstrI KiNkira — pfzo0 . (KyAkSeAlI) SivABede trikA0 .	16580	2476,b
KiNkira	pu0	KimityavyaktaM SabdaM kirati kF	ka	KiNkira pu0 KimityavyaktaM SabdaM kirati kF — ka . (KyAkSeAlI) SivABede trikA0 .	16581	2476,b
Kiwa				Kiwa Baye BvA0 para0 aka0 sew . Kewati aKewIt . ciKewa . Kewakam .	16582	2476,b
Kida				Kida paritApe tudA0 para0 aka0 aniw mucAdi . Kindati KindataH . aKEtsIt ciKeda . KinnaH .	16583	2476,b
Kida				Kida dEnye divA0 ruDA0 ca Atma0 aka0 BIzAyAM saka0 aniw . Kidyate Kinte aKitta ciKeda . KinnaH . “ KasuKaniraBilAzaH Kidyate lokahetoH ” Saku0 . “ harirityaKidyata nitambinIjanaH ” mAGaH . “ Kinte tez	16584	2476,b
Kidira	pu0	Kidyate kfzRapakze Kida	kiran	Kidira pu0 Kidyate kfzRapakze Kida — kiran . candre ujjva0 .	16585	2477,a
KidyamAna	tri0	Kida	tAcCIlye cAnaS	KidyamAna tri0 Kida — tAcCIlye cAnaS . 1 dEnyaSIle 2 Keda- yukte ca .	16586	2477,a
Kidra	tri0	Kida	dEnye rak	Kidra tri0 Kida — dEnye rak . 1 roge 1 daridre ca ujjvala0 . “ valitTA parvatAnAM KidraM biBarzi pfTivi! ” aTa0 5 . 84 . 1 .	16587	2477,a
Kidvan	tri0	Kida	antaBUtaRyarTe kvanip	Kidvan tri0 Kida — antaBUtaRyarTe kvanip . KedakArake . “ kaste kirayo daDra KidvaH ” f0 6 . 22 . 4 . “ KidvaH! SatrURAM KedayitaH! ” BA0 .	16588	2477,a
Kinna	tri0	Kida	kta	Kinna tri0 Kida — kta . 1 dEnyayukte, 2 alase, 3 Kedayukte ca . “ KinnaH kAryyekzaRe nfpaH! ” manuH “ tayopacArAYjali- KinnahastayA ” raGuH .	16589	2477,a
KirahiwwI				KirahiwwI strI mahAsamaNgAyAm rAjani0 .	16590	2477,a
Kila				Kila kaRaSa AdAne tudA0 para0 saka0 sew . Kilati aKelIt . ciKela .	16591	2477,a
Kila	tri0	Kila	ka	Kila tri0 Kila — ka . halAdinA 1 akfzwe kzetrAdO 2 sArataH saMkzipte pUrbatrAnuktapariSizwe, yaTA fgvede SrIsUktAdi, yajurvede SivasaMkalpAdi, mahABArate harivaMSaH . Kilezu harivaMSa iti puzpikAvyAKy	16592	2477,a
Kilya				Kilya tri0 Kile BavaH vat . KilaBave lavaRAdO . “ yaTA sEnDavaKilyaH udake prAsta udakamevAnuvilIyeta ” SatabrA0 14, 5, 4 . 12 . “ syandaSat sinDurudakaM tasya vikAra- statraBavo vA sEnDavaH sacAtO Ki	16593	2477,a
Kilezu				Kilezu pu0 Kilasya harerizurguRo yatra . harivaMSe . [Page2477-b+ 38] tatra hariguRADikyavarRRanAttaTAtvam . “ Kilezuhari- vaMSe ” harivaMSasTADyAyasamAptizu puzpikA .	16594	2477,a
KIla				KIla pu0 kIla + pfzo0 . kIlake . “ trIRi SatAni SaNkavaH zazwiH KIlA avicAcalA ye ” aTa0 10 . 8 . 4 .	16595	2477,b
Ku				Ku BvA0 Atma0 aka0 aniw . Kavate aKozwa . cuKuve .	16596	2477,b
KuNgAha	pu0	KumityavyaktaM SabdaM kftvA gAhate gAha	ac	KuNgAha pu0 KumityavyaktaM SabdaM kftvA gAhate gAha — ac . kfzRapiNgalaSvetavarRRe'Sve hemaca0 .	16597	2477,b
Kuja				Kuja steye BvA0 para0 saka0 sew . Kojati aKojIt . cuKoja udit KIjitvA KUktvA KugnaH .	16598	2477,b
KujjAka	pu0	Kuja	bA0 Aka bA0 jugAgamo mumA- gamo vA	KujjA(YjA)ka pu0 Kuja — bA0 Aka bA0 jugAgamo mumA- gamo vA . deSatAlavfkze raMtnamA0 .	16599	2477,b
KuYjAka	pu0	Kuja	bA0 Aka bA0 jugAgamo mumA- gamo vA	KujjA(YjA)ka pu0 Kuja — bA0 Aka bA0 jugAgamo mumA- gamo vA . deSatAlavfkze raMtnamA0 .	16599.1	2477,b
Kuqa				Kuqa KaYje idit BvAdi0 Atma0 aka0 sew . KuRqate aKu- Rqizwa . cuKuRqe . KuRqyate .	16600	2477,b
Kuqa				Kuqa Bedane curA0 uBa0 saka0 sew . Koqayati — te acUKu- qat — ta . KoqayAm baBUva mAsa cakAra cakre .	16601	2477,b
Kuqa				Kuqa Bede curA0 idit uBa0 saka0 sew . KuRqayati te acuKuRqat ta .	16602	2477,b
Kuqaka				Kuqaka pu0 KulakaH lasya qaH . gulmaBAgaBede KulakaSabde dfSyaH “ nyaste tu vizame pAde rujaH kuryyAt samIraRaH . vAtakaRwaka ityeza vijYeyaH KuqakASritaH ” suSru0 ” BAvapra0 tu “ ruk pAde vizame nyas	16603	2477,b
Kuda				Kuda Bedane saka0 para0 aniw . Kodati aKodIt cuKoda . “ codayata Kudata vAjasAtaye ” f0 10 . 101 . 12 . mAGavastu KurdaGAtoreva tadrUpamuktvA ralopaSCAndasa ityAha vopadevaDAtupAWe t ayaM DAturnAsti .	16604	2477,b
Kura				Kura vileKane tudA0 para0 saka0 sew . Kurati aKorIt cuKora KuraH .	16605	2477,b
Kura	pu0	Kura	ka	Kura pu0 Kura — ka . 1 SaPe paSUnAM pAdaSroRisTite naKAGAre padArTe 2 koladale 3 naKInAmaganDadravye medi0 . karaRe GaYarTe ka . 4 nApitAstraBede Sabdara0 . 5 KadvApAde (KAwera KurA) GaraRI . “ udyatk	16606	2477,b
Kuraka	pu0	Kura iva kAyati kE	ka	Kuraka pu0 Kura iva kAyati kE — ka . tilavfkze Sabdaca0 .	16607	2477,b
KuraRas				KuraRas(sa) tri0 Kura iva nAsikA'sya nasAdeSaH wac [Page2478-a+ 38] samA0 RatvaYca . cipiwanAsike . amaraH .	16608	2477,b
KuraRasa				KuraRas(sa) tri0 Kura iva nAsikA'sya nasAdeSaH wac [Page2478-a+ 38] samA0 RatvaYca . cipiwanAsike . amaraH .	16608.1	2477,b
Kurapra				Kurapra pu0 Kura iva prAti — pUrayati prA — ka . kzurapraSabdArTe KAmI .	16609	2478,a
KuralI				KuralI strI Kura iva lAti — lA — ka gOrA0 NIz . 1 SarA- ByAse trikA0 . Sastraprayoge 2 aByAsamAtre ca . “ KuralI kalahe gaRAnAm ” mahAvIraca0 .	16610	2478,a
KurAka	pu0	strI Kura	Akan	KurAka pu0 strI Kura — Akan . paSO uRA0 .	16611	2478,a
KurAlaka	pu0	Kura ivAlati paryyApnoti ala	Rvul	KurAlaka pu0 Kura ivAlati paryyApnoti ala — Rvul . lOha- vayavARe SabdamA0 .	16612	2478,a
KurAlika	pu0	KurARAmAliBiH kAyati prakASate kE	ka	KurAlika pu0 KurARAmAliBiH kAyati prakASate kE — ka . (BA~qa) 1 nApitAstraBARqe, 2 nArAcAstre, 3 upaDAne ca me0	16613	2478,a
KurAsAna				KurAsAna pu0 “ hiNgupIWaM samAraBya makleSAntaM maheSvari! . KurAsAnABiDo deSo mlecCamArgaparAyaRaH ” ityuktedeSaBede	16614	2478,a
Kurdda				Ku(KU)rdda krIqAyAM BvA0 A0 aka0 sew . Ku(KU)rddate aKu- (KU)rddizwa cuKu(KU)rdde .	16615	2478,a
KUrdda				Ku(KU)rdda krIqAyAM BvA0 A0 aka0 sew . Ku(KU)rddate aKu- (KU)rddizwa cuKu(KU)rdde .	16615.1	2478,a
Kulaka	pu0	Kura	kvun svArTe ka	Kulaka pu0 Kura — kvun svArTe ka . gulPAzwamaBAge “ A gulPa- kaRWAt sumitasya jantostasyAzwaBAgaM KulakAdviBajya ” suSru0 .	16616	2478,a
Kulla				Kulla na0 kzuda — saMpa0 kvip tAM lAti lA — ka pfzo0 . 1 naKI- nAmaganDadravye Sabdaca0 . 2 kzudre 3 alpe 4 kanizWe ca tri0 svArTe ka . tatrArTe nizWure daridre Kale ca amaraH .	16617	2478,a
KullatAta				KullatAta pu0 KullaH kanizWastAtasya ni0 pUrvani0 . pituH kanizWa- BrAtari Sabdaca0 evaM KullapitAmahAdayo'pi pitAmahAdeH kanizWaBrAtari .	16618	2478,a
Kullama				Kullama pu0 Kullena mIyate mA vA0 GaYarTe ka . paTi trikA0 .	16619	2478,a
Kfgala				Kfgala na0 tanutrARe “ Kfgaleva visrasaH pAtamasmAn ” f0 2 . 39 . 4 . KugalA “ tanuhiMsAyA rakzataH ” BA0 “ piSaNge sUtre KfgalaM tadA baGnanti beDasaH ” aTa0 3 . 9 . 3 .	16620	2478,a
KeKIlaka				KeKIlaka pu0 Ke AkASe KIlaka iva lasya raH . SabdavatyAM yazwyAm hArA0 .	16621	2478,a
Kegamana				Kegamana puMstrI Ke AkASe gamanamasya aluk sa0 . kAlakaRWavihage SabdamA0 .	16622	2478,a
Kecara	pu0	Ke carati cara	wa aluksa0	Kecara pu0 Ke carati cara — wa aluksa0 . 1 Sive, Sabdara0 2 vidyADare jawA0 3 pArade rAjani0 4 sUryyAdigrahe, 5 AkASagAmimAtre tri0 . striyAM NIp . 6 tfRe na0 ratnA0 tfRasya vAtyayA Ke gatimattvAttaTA	16623	2478,a
Kewa				Kewa Bojane ada0 cu0 uBa0 saka0 sew . Kewayati te a- ciKewat ta .	16624	2478,b
Kewa				Ke'wa pu0 Ke'wati awa — ac Kiwa — ac vA . 1 sUryyA- digrahe, “ yasminnfkze sTitAH Ke'wAH ” iti jyo0 ta0 . 2 sunindake tri0 viSvaH . 3 aDame tri0 amaraH 4 karzakagrAme pu0 medi0 “ KewaKarvawavAwISca va	16625	2478,b
KewANga				KewANga Ke'wamaNgaM yasya . upadrAvakajantuBede, “ qAkinI SAkinIBUtapretavetAlarAkzasAH . grahakuzmARqaKewAqAH [Page2479-a+ 38] kAlakarRRI SiSugrahAH . jvarApasmAravisPowatftIyaka caturTakAH . sarve p	16626	2478,b
KewitAna				KewitAna pu0 Kewati Kiwa — in Ke'wati awa — in vA KewiH tAno'sya . vEtAlike boDakare SabdamA0 .	16627	2479,a
Kewin	pu0	Kiwa	Rini	Kewin pu0 Kiwa — Rini . 1 nAgare 2 kAmini SabdamA0 .	16628	2479,a
Keqa				Keqa BakzaRe ada0 cu0 uBa0 saka0 sew . Keqayati te KacaKeqat	16629	2479,a
Keda	pu0	Kida	BAve GaY	Keda pu0 Kida — BAve GaY . 1 Soke hema0 2 avasAde jawA0 . Kida — Ric karttari ac . 3 roge kEyawaH . “ Kedo- ratyaDvagatyAdeH SvAsanidrAdikfcCramam ” sA0 da0 tasya rati- mArgagatyAdikAryyatA SvAsanidrA	16630	2479,a
Kedi	pu0	Kida	apAdAne in	Kedi pu0 Kida — apAdAne in . 1 kiraRe niGaRwuH .	16631	2479,a
Kedin				Kedin tri0 Kida — Ric — Rini . 1 dEnyakArake striyAM NIp sA ca 2 aSanaparRRIlatAyAm Sabdaca0 .	16632	2479,a
Keya	tri0	Kana	karmaRi yat weret	Keya tri0 Kana — karmaRi yat weret . 1 KananIye 2 pariKAyAM na0 amaraH . 3 setuBede “ setuSca dviriDojYeyaH Keyo vanDyastaTEva ca . toyapravarttanAt KeyaH ” mitA0 nAradaH . setuSabde vivftiH . “ nA'Ke	16633	2479,a
Kela				Kela calane aka0 gatyAM saka0 BvA0 para0 sew . Kelati aKe lIt . fdit aciKelat ta . “ mA'smin KalaH Kelatu ” nEza0 . KelA Kelanam KelaH . “ lIlA- KelamanuprApurmahokzAstasya vikramam ” raGuH “ Ke Kela-	16634	2479,a
Kelana	na0	Kela	lyuw	Kelana na0 Kela — lyuw . 1 krIqAyAm halAyu0 . ADAre lyuw NIp . 2 SAriPalake (Caka) strI hema0 . karaRe lyuw . 3 krIqAsADane .	16635	2479,a
KelA				KelA vilAse kaRqvA0 pa0 aka0 sew . KelAyati aKelAyIt KelAyAM baBUva Asa cakAra . “ KelAyannaniSaM nApi sajuHkftya ratiM vaset ” BawwiH .	16636	2479,a
KelA	strI	Kela	BAve a	KelA strI Kela — BAve a . krIqAyAm amaraH .	16637	2479,a
Keli	strI	Ke AkASe alati ala	in	Ke'li strI Ke AkASe alati ala — in . 1 gAne 2 vARe 3 sUryye 4 vihage ca pu0 5 AkASagAmimAtre tri0 .	16638	2479,a
Keva				Keva sevane BvA0 A0 saka0 sew . Kevate aKevizwa fdit aci- Kevat ta .	16639	2479,a
Kesara				Kesara pu0 strI Ke AkASa iva SIGragAmitvAt sarati sf — wa [Page2479-b+ 38] aluk sa0 . garddaBAdaSvIjAte aSvAdgarddaBIjAte vA aSvatare paSuBede rAjani0 .	16640	2479,a
KE				KE sTEryye aka0 Kanane hiMsAyAYca saka0 BvA0 para0 aniw . KAyati aKAsIt caKO .	16641	2479,b
KEmaKa				KEmaKa pu0 Ke AkASe karttavyaH maKaH svArTe aR . AkASa- karttavye yajYaBede “ KaRvaKAi KEmaKAi maDye taduriH ” aTa0 4 . 15 . 15 . KEmaKe ityatra stoBayogAt agne ityatra agnAi iti tadrUpam .	16642	2479,b
KElAyana				KElAyana tri0 Kila + caturarTyAM pakzA0 Pak . KilanirvfttAdO .	16643	2479,b
KoNkAha				KoNkAha puMstrI . SvetapiNgalavarRRe aSve hemaca0 .	16644	2479,b
Kowa				Kowa gatipratiGAte BvA0 para0 aka0 sew . Kowati aKowIt . cuKowa KowaH Kowanam Kowitam . fdit caNya hrasvaH . acuKowat ta .	16645	2479,b
Kowa				Kowa kzepe ada0 curA0 uBa0 saka0 sew . Kowayati te acuKowat ta .	16646	2479,b
Kowi	strI	Kowa	in vA NIp	Kowi(wI) strI Kowa — in vA NIp . 1 caturanAryyAM 1 pAlaNkIvfkze ca Sabdaca0 .	16647	2479,b
KowI	strI	Kowa	in vA NIp	Kowi(wI) strI Kowa — in vA NIp . 1 caturanAryyAM 1 pAlaNkIvfkze ca Sabdaca0 .	16647.1	2479,b
Koqa				Koqa gatipratiGAte BvA0 para0 aka0 sew . Koqati aKoqIt cuKoqa . fdit Rici caNyahrasvaH acuKoqat ta .	16648	2479,b
Koqa				Koqa kzepe ada0 cu0 uBa0 saka0 sew . Koqayati te acuKoqat ta	16649	2479,b
Koqa	tri0	Koqa	gatipratiGAte ac	Koqa tri0 Koqa — gatipratiGAte ac . KaYje . (KoqA) . kaqArA0 karmma0 vA pUrvvanipAtaH . bAlaKoqaH KoqabAlaH .	16650	2479,b
KoqakaSIrzaka				KoqakaSIrzaka na0 Koqa kzepe lvul taTABUtaM SIrzamasya kap . kapiSIrzavfkze trikA0 .	16651	2479,b
Kora				Kora gativEkalye BvA0 para0 aka0 sew . Korati aKo- rIt . cuKora . fdit caNi ahrasvaH acuKorat ta .	16652	2479,b
Kora	tri0	Kora	ac	Kora tri0 Kora — ac . KaYje hemaca0 saMjYAyAM kan . Koraka hayAnAM jvare jvaraSabde vivftiH .	16653	2479,b
Kola				Kola gativEkalye BvA0 para0 aka0 sew . Kolati aKo- lIt cuKola fdit ca ahrasvaH acuKolat ta .	16654	2479,b
Kola	tri0	Kola	ac	Kola tri0 Kola — ac . KaYje SabdasA0 .	16655	2479,b
Kolaka	pu0	Kola	ac saMjYAyAM kan	Kolaka pu0 Kola — ac saMjYAyAM kan . pAkapAtraBede (KolA) 2 Siraso BAgaBede (KopaqA) 3 valBIke 4 guvA- kavalkale medi0 .	16656	2479,b
Koli	strI	Kola	in	Koli strI Kola — in . tURe SabdamA0 .	16657	2479,b
Kolmuka				Kolmuka pu0 Ke AkASe ulmuka iva raktavarRRatvAt . maNgalagrahe trikA0 .	16658	2479,b
KyA				KyA prasidDO dIptO aka0 kaTane prakASane jYAne ca saka0 ada0 para0 aniw . KyAti aKyat . ArdDaDAtuke cakziNaAdeSaH KyADAtustu uBa0 . aKyat aKyAta — aKyAsta . caKyO caKye . KyAtaH KyatataH KyAnam . Kyey	16659	2479,b
KyAta	tri0	KyA	kta	KyAta tri0 KyA — kta . 1 kaTite 2 viSrute ca amaraH . BAve kta . 4 kaTane 5 vozaRAyAm na0 . “ taTA KyAtaviDAnaYca tyogasaYcAra eva ca ” BA0 SA0 59 a0 . “ KyAtamaBi- mantritadunduBinAdena prayARakaTana	16660	2480,b
KyAtagarhaRa				KyAtagarhaRa tri0 KyAtA garhaRA nindA'sya . prasidDa ninde avagIte amaraH .	16661	2480,b
KyAtagarhita				KyAtagarhita tri0 garhitaM garhaRaM BAve kta KyAtaM garhita masya . prasidDaninde jawA0 .	16662	2480,b
KyAti				KyAti strI KyA + ktin . 1 praSaMsAyAm, 2 prasidDO 3 kaTane ca amaraH . 4 prakASe 5 jYAne ca . “ KyAtiYca sattvapuruzAnya- tayA'Digamya vAYCanti tAmapi samADiBfto nirodDum ” mAGaH . “ sattvapuruzayoH p	16663	2480,b
KyApaka	tri0	KyA	jYAne prakASe Rici Rvul	KyApaka tri0 KyA — jYAne prakASe Rici Rvul . 1 jYApake 2 prakASake “ nityapuruzaKyApakAn hetUn ” suSrutaH .	16664	2481,a
KyApana				KyApana na0 KyA — prakASe Ric — BAve lyuw . prakASane “ KyA- panenAnutApena tapasA DAraRena ca . pApakfnmucyate pApAt taTA dAnena cApadi ” manuH . iti vAcaspatye KakArAdiSabdArTa saNkalanam . 2461 pfz	16665	2481,a
Kaqgakoza	pu0	Kaqaga iva kuzRAti kuza	ac	Kaqgakoza pu0 Kaqaga iva kuzRAti kuza — ac . KaqgA- kArapatre latAmede Sabdaci0 . 6 ta0 . (KApa) iti KyAte KaqgAbarake kAzWacarmmAdinirmmite 2 padArTe atrArTe tAlavyAnto'pi .	16666	2481,a
KaNgawa	pu0	aqage iva walati atra wala	viklave bA0 ADAre qa	KaNgawa pu0 aqage iva walati atra wala — viklave bA0 ADAre qa . 1 vfhatkASe hArA0 tasyANgasparSe asivat pIqA- karatvAttaTAtvam .	16667	2481,a
KaNgaDenu				KaNgaDenu strI Kaqgo Denuriva yasyAH . CurikAyAm tasyA a- siputrikAtvAttaTAtvam . KaqgA gaRqakI DenuH jAti- [Page2481-b+ 38] tvAt powetyAdinA pA0 karmmaDA0 pUrvvanipAtaH puMva- dBAvaSca . 2 DenurUpaga	16668	2481,a
KaNgapatra				KaNgapatra pu0 KaNga iva tIkzRaM patramasya . KaNgalatAKye latABede Sabda0 .	16669	2481,b
KaNgaparIkzA				KaNgaparIkzA strI KaNgasya parIkzA . Kaqagasya rUpaGawanAdinA SuBASuBajYAnopayoginyAM parIkzAyAm sA ca yuktikalpatarO uktA yaTA “ KaNgarUpaM taTA jAtirnetrArizwe ca BUBikA . DvanirmAnamiti proktaM KaN	16670	2481,b
KaNgapiDAna	na0	KaNgo'piDIyate AcCAdyate'nena api + DA	karaRe lyuw aperallopaH	KaNgapiDAna na0 KaNgo'piDIyate AcCAdyate'nena api + DA — karaRe lyuw aperallopaH . (KApa) asikoze halAyu0 . svArTe ka . tatrArTe hema0 .	16671	2481,b
KaNgaputrikA				KaNgaputrikA strI KaNgasya putrikeva . CurikAyAM medi0 .	16672	2481,b
KaqgaPala				KaqgaPala(ka) pu0 KaqgaH Palamiva tvagAvftatvAt maDye yasya vA kap . (KApa) iti KyAte asipiDAne trikA0 .	16673	2481,b
KaqgaPalaka				KaqgaPala(ka) pu0 KaqgaH Palamiva tvagAvftatvAt maDye yasya vA kap . (KApa) iti KyAte asipiDAne trikA0 .	16673.1	2481,b
KaqgamudrA				KaqgamudrA strI “ kanizWAnAmike badDvA svANguzWenEva dfSyate . SizwANgulI tu prasfte saMsfzwe KaqagamudrikA ” tantrasA- rokta SaktipUjanANge mudrABede .	16674	2481,b
KaqgArIwa	pu0	KaqsyAririva ewati gacCati iwa	gatO ka	KaqgArIwa pu0 KaqsyAririva ewati gacCati iwa — gatO ka . (QAla) KyAte carmmamaye Palake . KaqagaM tad- DArAtulyavratamArcCati A + f — gatO kIwan . asi DArAvrataDAriRi tri0 medi0 . tacca vratamasiDArA-	16675	2481,b
Kaqgika				Kaqgika pu0 KaqagaM KaqagAkAro'styasya Wan . mahizIkzI- raPene tasya KaqgAkAravat SuBratayA taTAtvam . Kaqgena carati Wan . 1 SOnike mfgayO ca medi0 .	16676	2481,b
