key	key_stem	linga	vyutpatti	nirvacana	base	chain	pratyaya	qualifier	unadi_ref	sutra_quoted	lnum	page	unadi_ref_project	unadi_match
agnijAraH	agnijAra	puM	agni + jAra, agniM jaWarAgniM jAra- yati paripAkaSaktiM pradAya vardDayati jF karmma- RyaR iti pARinisUtraM		agni	agni + jAra, agniM jaWarAgniM jAra- yati paripAkaSaktiM pradAya vardDayati jF karmma- RyaR iti pARinisUtraM	pARinisUtraM	jAra, agniM jaWarAgniM jAra- yati paripAkaSaktiM pradAya vardDayati jF karmma- RyaR			225	1-009-b		
agnijAlaH	agnijAla	puM	agni + jAla .		agni	agni + jAla	jAla				226	1-009-b		
agnijvAlA	agnijvAlA	strI	agneriva jvAlA yasyAH . agneH jvAlA iti vA .	agneriva jvAlA yasyAH . agneH jvAlA iti vA .							227	1-009-b		
agnijihvA	agnijihvA	strI	agneH jihvA .	agneH jihvA .							228	1-009-b		
agnidamanI	agnidamanI	strI	agneH jaWarAnalasya damanI .	agneH jaWarAnalasya damanI .							229	1-009-c		
agnidIpanaH	agnidIpana	tri	agneH jaWarAnalasya dIpanaH .	agneH jaWarAnalasya dIpanaH .							230	1-009-c		
agnidIptA	agnidIptA	strI	agni + dIptA		agni	agni + dIptA	dIptA				231	1-009-c		
agnidevA	agnidevA	strI	agniH devaH aDizWAtrI devatA asyA iti	agniH devaH aDizWAtrI devatA asyA iti							232	1-009-c		
agniniryyAsaH	agniniryyAsa										233	1-009-c		
agniprastaraH	agniprastara										234	1-009-c		
agnivardDanaM	agnivardDana	klI	agneH jaWarAnalasya vardDanaM vfdDi- kArakam .	agneH jaWarAnalasya vardDanaM vfdDi- kArakam .							235	1-009-c		
agniBaM	agniBa	klI	agniriva BAti iti . agni + BA + ka .	agniriva BAti iti	agni	agni + BA + ka	ka	BA +			236	1-009-c		
agniBUH	agniBU	puM	agnerBavatIti . agni + BU + kvip .	agnerBavatIti	agni	agni + BU + kvip	kvip	BU +			237	1-009-c		
agniBUtiH	agniBUti	puM	agni + BU + kti .		agni	agni + BU + kti	kti	BU +			238	1-010-a		
agnimaRiH	agnimaRi										239	1-010-a		
agnimanTaH	agnimanTa	puM	agniM maTnAti iti . manTa vilo- qane . karmmaRi aR .	agniM maTnAti iti . manTa vilo- qane . karmmaRi aR .							240	1-010-a		
agnimArutiH	agnimAruti	puM	agnO jaWarAgnivizaye mArutiH hanUmAn iva . tasya jaWarAgnO vAtApipraBftayo rAkzasAH BasmIBUtA Asan . ityasO agnimA- rutirucyate	agnO jaWarAgnivizaye mArutiH hanUmAn iva . tasya jaWarAgnO vAtApipraBftayo rAkzasAH BasmIBUtA Asan . ityasO agnimA- rutirucyate							241	1-010-a		
agnimuKaH	agnimuKa	puM	agniH muKaM yasya, bahuvrIhiH .	agniH muKaM yasya, bahuvrIhiH .							242	1-010-a		
agnimuKI	agnimuKI	strI	agniriva muKaM yasyAH . bahu- vrIhiH .	agniriva muKaM yasyAH . bahu- vrIhiH .							243	1-010-a		
agnirakzaRaM	agnirakzaRa	klI	agneH rakzaRam . zazWItatpuruzaH .	agneH rakzaRam . zazWItatpuruzaH .							244	1-010-a		
agnirajAH	agnirajA	[s] puM	agneH rajaH sPuliNgEva .. indragopAKyakIwaH . iti hemacandraH .. (klI — agnivIryyaM . svarRaM	agneH rajaH sPuliNgEva .. indragopAKyakIwaH . iti hemacandraH .. (klI — agnivIryyaM . svarRaM							245	1-010-a		
agniruhA	agniruhA										246	1-010-a		
agnivardDakaH	agnivardDaka	tri	agniM jaWarAnalaM vardDayati iti	agniM jaWarAnalaM vardDayati iti							247	1-010-a		
agnivallaBaH	agnivallaBa	puM	agneH vallaBaH uddIpakatvAt priyaH .	agneH vallaBaH uddIpakatvAt priyaH .							248	1-010-a		
agnivAhaH	agnivAha	puM	agneH vAhaH .	agneH vAhaH .							249	1-010-a		
agnibAhuH	agnibAhu	puM	agneH bAhuriva .	agneH bAhuriva .							250	1-010-a		
agnivit	agnivit	puM	agniM vetti iti vidaH kvip .	agniM vetti iti vidaH kvip .							251	1-010-a		
agnivIjaM	agnivIja	klI	agniH vIjaM utpattisTAnaM yasya tat . agneH svarRasya utpattiM yaTAha manuH, — “ apAmagneSca saMyogAt hemaM rUpyaYca nirbaBO . tasmAt tayoH svayonyeva nirReko guRavattaraH ” ..	agniH vIjaM utpattisTAnaM yasya tat . agneH svarRasya utpattiM yaTAha manuH, — “ apAmagneSca saMyogAt hemaM rUpyaYca nirbaBO . tasmAt tayoH svayonyeva nirReko guRavattaraH ” ..							252	1-010-b		
agnivIryyaM	agnivIryya	klI	agneH vIryyaM sArEva .	agneH vIryyaM sArEva .							253	1-010-b		
agniSiKaM	agniSiKa	klI	agneriva SiKA keSaraH asya .	agneriva SiKA keSaraH asya .							254	1-010-b		
agniSiKaH	agniSiKa	puM	agneriva SiKA raktavarRaH keSaraH asya .	agneriva SiKA raktavarRaH keSaraH asya .							255	1-010-b		
agniSiKA	agniSiKA	strI	agneriva SiKA keSaraH asyAH .	agneriva SiKA keSaraH asyAH .							256	1-010-b		
agniSeKaraM	agniSeKara	klI	agneriva SeKaraM keSaraH asya .	agneriva SeKaraM keSaraH asya .							257	1-010-b		
agnizwomaH	agnizwoma	puM	agnInAM stomaH . agneH stut- stomasomA iti zaH .	agnInAM stomaH . agneH stut- stomasomA iti zaH .							258	1-010-b		
agnizWaH	agnizWa	puM	agnO tizWatIti . agni + sTA + kaH	agnO tizWatIti	agni	agni + sTA + kaH	kaH	sTA +			259	1-010-c		
agnisaKaH	agnisaKa	puM	agneH saKA iti samAse rAjAhaH- saKiByazwac iti samAsAntazwac .	agneH saKA iti samAse rAjAhaH- saKiByazwac iti samAsAntazwac .							260	1-010-c		
agnisandIpanaM	agnisandIpana	tri	agneH sandIpanam . sam + dIp + lyuw .	agneH sandIpanam	sam	sam + dIp + lyuw	lyuw	dIp +			261	1-010-c		
agnisamBavaH	agnisamBava	puM	agniH samBavo yasya saH . agni- + sam + BU + ap .	agniH samBavo yasya saH	agni-	agni- + sam + BU + ap	ap	sam + BU +			262	1-010-c		
agnisahAyaH	agnisahAya	puM	agneH jaWarAnalasya sahAyaH uddIpakaH . kapotamAMsasya agnivardDakatvAt .	agneH jaWarAnalasya sahAyaH uddIpakaH . kapotamAMsasya agnivardDakatvAt .							263	1-010-c		
agnisAraM	agnisAra	klI	agneriva sAraH balaM yasya .	agneriva sAraH balaM yasya .							264	1-010-c		
agnistamBanaM	agnistamBana	klI	agneH stamBanam . zazWItat- puruzaH .	agneH stamBanam . zazWItat- puruzaH .							265	1-010-c		
agnisvAttAH	agnisvAttA	puM	agninA suzWu yaTA syAt evam AttAH BakzitAH, SrOtasmArttAgnidagDA ityarTaH . manvAdismftizu mUrdDvanyazakAravAn eva pAWaH . mUrdDvanyAdeSastu na yuktaH .	agninA suzWu yaTA syAt evam AttAH BakzitAH, SrOtasmArttAgnidagDA ityarTaH . manvAdismftizu mUrdDvanyazakAravAn eva pAWaH . mUrdDvanyAdeSastu na yuktaH .							266	1-011-a		
agnihotraM	agnihotra	klI	agnaye hotram atra iti bahuvrIhiH .	agnaye hotram atra iti bahuvrIhiH .							267	1-011-a		
agnihotraH	agnihotra										268	1-011-b		
agnihotrI	agnihotrI	[n] puM	agnihotram asyAstIti . ata iniWanAvitIniH .	agnihotram asyAstIti . ata iniWanAvitIniH .							269	1-011-b		
agnIDraH	agnIDra	puM	agni + inDa + ran .		agni	agni + inDa + ran	ran	inDa +			270	1-011-b		
agnIDrA	agnIDrA										271	1-011-b		
agnInDanaM	agnInDana	klI	agnO inDanam . agni + inD + karaRe lyuw .	agnO inDanam	agni	agni + inD + karaRe lyuw	lyuw	inD + karaRe			272	1-011-c		
agnyastraM	agnyastra	klI	agnimayam astram . karmmaDArayaH .	agnimayam astram . karmmaDArayaH .							273	1-011-c		
agnyADAnaM	agnyADAna	klI	agneH ADAnaM . agni + A + DA + lyuw .	agneH ADAnaM	agni	agni + A + DA + lyuw	lyuw	A + DA +			274	1-011-c		
agnyAlayaH	agnyAlaya	puM	agneH AlayaH .	agneH AlayaH .							275	1-011-c		
agnyutpAtaH	agnyutpAta	puM	agneH utpAtaH .	agneH utpAtaH .							276	1-011-c		
agraM	agra	klI	agyate agati vA . aga kuwilAyAM gatO fjrendreti sADu .	agyate agati vA . aga kuwilAyAM gatO fjrendreti sADu .							277	1-011-c		
agraH	agra										278	1-011-c		
agragaRyaH	agragaRya	tri	agre gaRyaH . gaRasaNKyAne, yat .	agre gaRyaH . gaRasaNKyAne, yat .							279	1-011-c		
agragAmI	agragAmI	[n] tri	agre gacCatIti . agra + gam + Rin .	agre gacCatIti	agra	agra + gam + Rin	Rin	gam +			280	1-011-c		
agrajaH	agraja	puM	agre jAta iti saptamyAM janeH qaH .	agre jAta iti saptamyAM janeH qaH .							281	1-011-c		
agrajaNGA	agrajaNGA	strI	agrA jaNGA avayavAvayavinora- BedAt (karmmaDArayaH . aTavA jaNGAyA agraM zazWI- tat rAjadantAditvAt paranipAtaH	agrA jaNGA avayavAvayavinora- BedAt (karmmaDArayaH . aTavA jaNGAyA agraM zazWI- tat rAjadantAditvAt paranipAtaH							282	1-011-c		
agrajanmA	agrajanmA	[na] puM	agre janma yasya sa bahuvrIhiH,	agre janma yasya sa bahuvrIhiH,							283	1-011-c		
agrajAtakaH	agrajAtaka	puM	agre jAtaM janma yasya sa bahuvrIhiH, (jan + BAve ktaH		agre jAtaM janma yasya sa bahuvrIhiH, (jan	agre jAtaM janma yasya sa bahuvrIhiH, (jan + BAve ktaH	ktaH	BAve			284	1-011-c		
agrajAtiH	agrajAti	puM	agre jAtirjanma yasya saH	agre jAtirjanma yasya saH							285	1-012-a		
agraRIH	agraRI	tri	agre nIyate'sO agra + nI + kvip agragrAmAByAYca iti pARinisUtreRa RatvaM .		agre nIyate'sO agra	agre nIyate'sO agra + nI + kvip agragrAmAByAYca iti pARinisUtreRa RatvaM	RatvaM	nI + kvip agragrAmAByAYca iti pARinisUtreRa			286	1-012-a		
agrataH	agrata										287	1-012-a		
agrataHsaraH	agrataHsara	tri	agrataH agre sarati gacCati yaH saH agrataH + sf + waH . striyAM NIp agrataH- sarI		agrataH agre sarati gacCati yaH saH agrataH	agrataH agre sarati gacCati yaH saH agrataH + sf + waH . striyAM NIp agrataH- sarI	sarI	sf + waH striyAM NIp agrataH-			288	1-012-a		
agradAnI	agradAnI	[n] puM	agre dAnaM pretoddeSena tilA- dyarpaRaM grAhyatvena vidyate'sya agra + dAna + vidya- mAnArTe in		agre dAnaM pretoddeSena tilA- dyarpaRaM grAhyatvena vidyate'sya agra	agre dAnaM pretoddeSena tilA- dyarpaRaM grAhyatvena vidyate'sya agra + dAna + vidya- mAnArTe in	in	dAna + vidya- mAnArTe			289	1-012-a		
agraparRI	agraparRI	strI	agre parRRaM patraM yasyAH sA jAti- tvAt NIp	agre parRRaM patraM yasyAH sA jAti- tvAt NIp							290	1-012-a		
agrayAnaM	agrayAna	klI	agraM praTamaM yAnaM sanAgamanaM	agraM praTamaM yAnaM sanAgamanaM							291	1-012-a		
agralohitA	agralohitA	strI	agramagraBAgaH lohitaM rakta- varRRaM yasyAH sA bahuvrIhiH	agramagraBAgaH lohitaM rakta- varRRaM yasyAH sA bahuvrIhiH							292	1-012-a		
agravIjaH	agravIja	puM	agraM SAKAgraM vIjamutpattikAraRaM yasya saH bahuvrIhiH . kalama iti BAzAyAm	agraM SAKAgraM vIjamutpattikAraRaM yasya saH bahuvrIhiH . kalama iti BAzAyAm							293	1-012-a		
agrasanDAnI	agrasanDAnI	strI	agre PalaBogAtpUrvvaM sanDIyate anvizyate kAryyamanayA agra + sam + DA + karaRe lyuw striyAM NIp		agre PalaBogAtpUrvvaM sanDIyate anvizyate kAryyamanayA agra	agre PalaBogAtpUrvvaM sanDIyate anvizyate kAryyamanayA agra + sam + DA + karaRe lyuw striyAM NIp	NIp	sam + DA + karaRe lyuw striyAM			294	1-012-a		
agrasaraH	agrasara	tri	agre sarati gacCati agra + sf + waH .		agre sarati gacCati agra	agre sarati gacCati agra + sf + waH	waH	sf +			295	1-012-a		
agrahaH	agraha	puM	nAmti grahaH gArhasTASramasvIkAro yamya saH bahutrIhiH . vAnaprasTe . nAsti graho jYAnaM yasya saH .	nAmti grahaH gArhasTASramasvIkAro yamya saH bahutrIhiH . vAnaprasTe . nAsti graho jYAnaM yasya saH .							296	1-012-a		
agrahAyaRaH	agrahAyaRa	puM	hAyanamya varzasya agraH . haSca [Page1-012-b+ 52] vrIhikAlayoriti sUtreRa hA + lyuw yuk ca .	hAyanamya varzasya agraH	haSca [Page1-012-b	haSca [Page1-012-b + 52] vrIhikAlayoriti sUtreRa hA + lyuw yuk ca	ca	52] vrIhikAlayoriti sUtreRa hA + lyuw yuk			297	1-012-a		
agrAhyaM	agrAhya	tri	na grAhyaM grahaRIyaM graha + karmmaRi . Ryat grahaRAyogye		na grAhyaM grahaRIyaM graha	na grAhyaM grahaRIyaM graha + karmmaRi . Ryat grahaRAyogye	grahaRAyogye	karmmaRi Ryat			298	1-012-b		
agrimaH	agrima	tri	agre BavaH agra + qiman		agre BavaH agra	agre BavaH agra + qiman	qiman				299	1-012-b		
agrimA	agrimA	strI	agre BavA agra + qiman		agre BavA agra	agre BavA agra + qiman	qiman				300	1-012-b		
agriyaM	agriya	tri	agre Bavam agra + Ga		agre Bavam agra	agre Bavam agra + Ga	Ga				301	1-012-b		
agriyaH	agriya	puM	agre Bava agra + Ga		agre Bava agra	agre Bava agra + Ga	Ga				302	1-012-b		
agrIyaM	agrIya	tri	agre BavaH agra + Ca		agre BavaH agra	agre BavaH agra + Ca	Ca				303	1-012-b		
agruH	agru	strI	aNgyate dravyaM gfhyate'nayA agi + kru UNuta iti striyAM vA UN . nipAtanAt nalopaH .		aNgyate dravyaM gfhyate'nayA agi	aNgyate dravyaM gfhyate'nayA agi + kru UNuta iti striyAM vA UN . nipAtanAt nalopaH	nalopaH	kru UNuta iti striyAM vA UN nipAtanAt			304	1-012-b		
agregAH	agregA										305	1-012-b		
agregUH	agregU	puM	agre gacCati yaH agre + gam + kvip UcagamAdInAmityupasaNKyAnamiti pARinivA- rttikena malopaH akArasya UkAraH .		agre gacCati yaH agre	agre gacCati yaH agre + gam + kvip UcagamAdInAmityupasaNKyAnamiti pARinivA- rttikena malopaH akArasya UkAraH	UkAraH	gam + kvip UcagamAdInAmityupasaNKyAnamiti pARinivA- rttikena malopaH akArasya			306	1-012-b		
agrediDizuH	agrediDizu	puM	diDiM DEryyaM syati indriyadOrbba- lyAt tyajati diDi + so + abDudfnakUjambu- kambukakelUkarkanDUdiDizu ityuRAdisUtreRa ku za- tvaYca diDizuH punarBUyozit agre gaRanIyA di- DizuH dvirUQA strI yasya saH bahu0 haladantAt saptamyAH saMjYAyAmiti pARinisUtreRa aluk punarBUvivAhakAriRi jane		diDiM DEryyaM syati indriyadOrbba- lyAt tyajati diDi	diDiM DEryyaM syati indriyadOrbba- lyAt tyajati diDi + so + abDudfnakUjambu- kambukakelUkarkanDUdiDizu ityuRAdisUtreRa ku za- tvaYca diDizuH punarBUyozit agre gaRanIyA di- DizuH dvirUQA strI yasya saH bahu0 haladantAt saptamyAH saMjYAyAmiti pARinisUtreRa aluk punarBUvivAhakAriRi jane	jane	so + abDudfnakUjambu- kambukakelUkarkanDUdiDizu ityuRAdisUtreRa ku za- tvaYca diDizuH punarBUyozit agre gaRanIyA di- DizuH dvirUQA strI yasya saH bahu0 haladantAt saptamyAH saMjYAyAmiti pARinisUtreRa aluk punarBUvivAhakAriRi			307	1-012-b		
agrediDizuH	agrediDizu	strI	prAganUQajyezWaBaginyAH prAgUQa- kanizWaBaginyAM . agre praTame jyezWAyAM BaginyAM vidyamAnAyAM gaRanIyA diDizuH jyezWA vivAha- kAlAsahanarUpaDEryyalopakAriRIti vigrahe SA- kapArTivAditvAt samAsaH maDyapadalopaSca .	prAganUQajyezWaBaginyAH prAgUQa- kanizWaBaginyAM . agre praTame jyezWAyAM BaginyAM vidyamAnAyAM gaRanIyA diDizuH jyezWA vivAha- kAlAsahanarUpaDEryyalopakAriRIti vigrahe SA- kapArTivAditvAt samAsaH maDyapadalopaSca .							308	1-012-b		
agrevaRaM	agrevaRa	klI	vanasyAgre rAjadantAditvAt para- nipAtaH aluk . vanaM purage AditvAt Ratvam .	vanasyAgre rAjadantAditvAt para- nipAtaH aluk . vanaM purage AditvAt Ratvam .							309	1-012-c		
agresaraH	agresara	tri	agre sarati gacCatIti agre + sf + waH .		agre sarati gacCatIti agre	agre sarati gacCatIti agre + sf + waH	waH	sf +			310	1-012-c		
agresarikaH	agresarika	tri	agresaraRaM gamanam agre + sf + BAve ap agresare gamane prasftaH agresara + Wan agragAmini .		agresaraRaM gamanam agre	agresaraRaM gamanam agre + sf + BAve ap agresare gamane prasftaH agresara + Wan agragAmini	agragAmini	sf + BAve ap agresare gamane prasftaH agresara + Wan			311	1-012-c		
agryaH	agrya	tri	agre BavaH agra + yat .		agre BavaH agra	agre BavaH agra + yat	yat				312	1-012-c		
aGa	aGa										313	1-012-c		
aGa	aGa										314	1-012-c		
aGaM	aGa	klI	aGa pApakaraRe curAM aGayati aGa + Ric + ac .		aGa pApakaraRe curAM aGayati aGa	aGa pApakaraRe curAM aGayati aGa + Ric + ac	ac	Ric +			315	1-012-c		
aGamarzaRaM	aGamarzaRa	tri	aGaM pApaM mfzyate utpannatve'pi nASanena karmmAkzamatvAt sahyate'nena aGa + mfz + karaRelyuw .		aGaM pApaM mfzyate utpannatve'pi nASanena karmmAkzamatvAt sahyate'nena aGa	aGaM pApaM mfzyate utpannatve'pi nASanena karmmAkzamatvAt sahyate'nena aGa + mfz + karaRelyuw	karaRelyuw	mfz +			316	1-012-c		
aGavAn	aGavAn	[t] tri	aGaM pApaM vidyate'sya aGa + matup		aGaM pApaM vidyate'sya aGa	aGaM pApaM vidyate'sya aGa + matup	matup				317	1-012-c		
aGAsuraH	aGAsura	puM	aGanAmA asuraH SAkapArTivAdi- tvAt samAsaH maDyapadalopaSca	aGanAmA asuraH SAkapArTivAdi- tvAt samAsaH maDyapadalopaSca							318	1-013-a		
aGoH	aGo										319	1-013-a		
aGoraH	aGora	puM	na GoraH sOmyarUpaH “ yA te rudra ! SivA tanuraGorA pApanASinI ” iti vedaH .	na GoraH sOmyarUpaH “ yA te rudra ! SivA tanuraGorA pApanASinI ” iti vedaH .						yA te rudra ! SivA tanuraGorA pApanASinI	320	1-013-a		
aGorA	aGorA	strI	nAsti GorA BayAnakA mUrttiryasyAH . atiBayAnakA iti vyutpattyarTaH	nAsti GorA BayAnakA mUrttiryasyAH . atiBayAnakA iti vyutpattyarTaH							321	1-013-a		
aGozaH	aGoza	tri	nAsti GozaH Sabdo yatra bahuvrIhiH SabdaSUnye, na alpaH GozaH Sabdo yatra bahuvrIhiH alpaDvaniyukte . taTAhi, — “ tatsAdfSyamaBAvaSca tadanyatvaM tadalpatA . aprASastyaM viroDaSca naYarTAH zaw prakIrttitAH ” .. iti smaraRAt .	nAsti GozaH Sabdo yatra bahuvrIhiH SabdaSUnye, na alpaH GozaH Sabdo yatra bahuvrIhiH alpaDvaniyukte . taTAhi, — “ tatsAdfSyamaBAvaSca tadanyatvaM tadalpatA . aprASastyaM viroDaSca naYarTAH zaw prakIrttitAH ” .. iti smaraRAt .							322	1-013-a		
aGnyaH	aGnya	puM	na hanti vinASayati srazwftvAt na + han + karttari yak . nipAtanAt sADu .		na hanti vinASayati srazwftvAt na	na hanti vinASayati srazwftvAt na + han + karttari yak . nipAtanAt sADu	sADu	han + karttari yak nipAtanAt			323	1-013-a		
aGnyA	aGnyA	strI	na hanyate yA han + karmmaRi yak striyAmAp . patiM vo aGnyAnAM DanUnAm iti vedaH . “ abaDyAYca striyaM prAhustiryyagyonigatAmapi ” .. iti nizeDAt .		na hanyate yA han	na hanyate yA han + karmmaRi yak striyAmAp . patiM vo aGnyAnAM DanUnAm iti vedaH .  abaDyAYca striyaM prAhustiryyagyonigatAmapi  .. iti nizeDAt	nizeDAt	karmmaRi yak striyAmAp . patiM vo aGnyAnAM DanUnAm iti vedaH .  abaDyAYca striyaM prAhustiryyagyonigatAmapi		abaDyAYca striyaM prAhustiryyagyonigatAmapi	324	1-013-a		
aNka	aNka										325	1-013-a		
aNkaH	aNka	puM	aNkayati cihnayati, aNka + ac		aNkayati cihnayati, aNka	aNkayati cihnayati, aNka + ac	ac				326	1-013-a		
aNkatiH	aNkati	puM	acyate pUjyate'sO anca + karmmaRi ati nyaNkvAdInAYca iti pARinisUtreRa casya kaH . vAyupakze aYcati gacCati iti vyutpattyA		acyate pUjyate'sO anca	acyate pUjyate'sO anca + karmmaRi ati nyaNkvAdInAYca iti pARinisUtreRa casya kaH . vAyupakze aYcati gacCati iti vyutpattyA	vyutpattyA	karmmaRi ati nyaNkvAdInAYca iti pARinisUtreRa casya kaH . vAyupakze aYcati gacCati			327	1-013-b		
aNkanaM	aNkana	klI	aNka + Ric BAve lyuw		aNka	aNka + Ric BAve lyuw	lyuw	Ric BAve			328	1-013-b		
aNkapAlikA	aNkapAlikA	strI	aNkapAli + svArTe kaH striyA- mAp .		aNkapAli	aNkapAli + svArTe kaH striyA- mAp	mAp	svArTe kaH striyA-			329	1-013-b		
aNkapAlI	aNkapAlI	strI	aNkena kroqena pAlayati aNka + pA + ali striyAM vA NIp pakze aNkapAliH .		aNkena kroqena pAlayati aNka	aNkena kroqena pAlayati aNka + pA + ali striyAM vA NIp pakze aNkapAliH	aNkapAliH	pA + ali striyAM vA NIp pakze			330	1-013-b		
aNkaloqyaH	aNkaloqya	puM	aNkena loqyate'sO loqa + Ryat		aNkena loqyate'sO loqa	aNkena loqyate'sO loqa + Ryat	Ryat				331	1-013-b		
aNkitaH	aNkita	tri	aNka + kta .		aNka	aNka + kta	kta				332	1-013-b		
aNkI	aNkI	strI	aNkaH + striyAM NIp .		aNkaH	aNkaH + striyAM NIp	NIp	striyAM			333	1-013-b		
aNkuraH	aNkura	puM	aNka + urac		aNka	aNka + urac	urac				334	1-013-b		
aNkurakaH	aNkuraka	puM	aNkyate tfRAdiBirnnirmmIyate'sO aNka + urac tataH svArTe ka		aNkyate tfRAdiBirnnirmmIyate'sO aNka	aNkyate tfRAdiBirnnirmmIyate'sO aNka + urac tataH svArTe ka	ka	urac tataH svArTe			335	1-013-b		
aNkuSaH	aNkuSa	puM klI	aNkyate hasticAlanArTamAhanyate- 'nena aNka + uSac .		aNkyate hasticAlanArTamAhanyate- 'nena aNka	aNkyate hasticAlanArTamAhanyate- 'nena aNka + uSac	uSac				336	1-013-b		
aNkuSadurDaraH	aNkuSadurDara	puM	aNkuSena durDriyate durddamyate'sO dur + Df + karmmaRi Kal .		aNkuSena durDriyate durddamyate'sO dur	aNkuSena durDriyate durddamyate'sO dur + Df + karmmaRi Kal	Kal	Df + karmmaRi			337	1-013-b		
aNkuSI	aNkuSI	strI	acyate ArADyate'sO bOdDaviSezEH [Page1-013-c+ 52] aNka + uSac striyAM NIp . nyaNkAdInAYca iti casya kaH .		acyate ArADyate'sO bOdDaviSezEH [Page1-013-c	acyate ArADyate'sO bOdDaviSezEH [Page1-013-c + 52] aNka + uSac striyAM NIp . nyaNkAdInAYca iti casya kaH	kaH	52] aNka + uSac striyAM NIp nyaNkAdInAYca iti casya			338	1-013-b		
aNkUraH	aNkUra	puM	aNka + KarjUrAditvAt Urac vA urac		aNka	aNka + KarjUrAditvAt Urac vA urac	urac	KarjUrAditvAt Urac vA			339	1-013-c		
aNkUzaH	aNkUza	puM klI	aNkyate hasticAlanArTamAhanyate'nena aNka + Uzac karaRe		aNkyate hasticAlanArTamAhanyate'nena aNka	aNkyate hasticAlanArTamAhanyate'nena aNka + Uzac karaRe	karaRe	Uzac			340	1-013-c		
aNkowaH	aNkowa	puM	aNka + owac		aNka	aNka + owac	owac				341	1-013-c		
aNkoWaH	aNkoWa	puM	aNkyate'nuBUyate'sO aNka + oWac		aNkyate'nuBUyate'sO aNka	aNkyate'nuBUyate'sO aNka + oWac	oWac				342	1-013-c		
aNkolaH	aNkola	puM	aNkyate'nuBUyate'sO aNka + olac		aNkyate'nuBUyate'sO aNka	aNkyate'nuBUyate'sO aNka + olac	olac				343	1-013-c		
aNkolakaH	aNkolaka	puM	aNkola + svArTe kaH		aNkola	aNkola + svArTe kaH	kaH	svArTe			344	1-013-c		
aNkolikA	aNkolikA										345	1-013-c		
aNkollasAraH	aNkollasAra	puM	aNkollasya sAraH zazWItat sTirAMSaH .	aNkollasya sAraH zazWItat sTirAMSaH .							346	1-013-c		
aNkyaH	aNkya	puM	aNkyate vAdyate harItakyAkftirvAdya- viSezaH yaH . aNka + Ryat .	aNkyate vAdyate harItakyAkftirvAdya- viSezaH yaH	aNka	aNka + Ryat	Ryat				347	1-013-c		
aNga	aNga										348	1-013-c		
aNga	aNga										349	1-014-a		
aNgaM	aNga										350	1-014-a		
aNgaH	aNga										351	1-014-a		
aNgaH	aNga	tri	aNgaM vidyate'sya aNga + arSa Adyac taTA medinyAM aNgaM gAtre pratokopAyayoH puM BUmni- nIvfti . klIvEkatve tvapraDAne trizvaNgavati cA- ntike iti medinI .		aNgaM vidyate'sya aNga	aNgaM vidyate'sya aNga + arSa Adyac taTA medinyAM aNgaM gAtre pratokopAyayoH puM BUmni- nIvfti . klIvEkatve tvapraDAne trizvaNgavati cA- ntike iti medinI	medinI	arSa Adyac taTA medinyAM aNgaM gAtre pratokopAyayoH puM BUmni- nIvfti . klIvEkatve tvapraDAne trizvaNgavati cA- ntike			352	1-014-a		
aNgagrahaH	aNgagraha	puM	graha + BAve ap . aNgAnAM ro- gAdinA grahaH vedanA		graha	graha + BAve ap . aNgAnAM ro- gAdinA grahaH vedanA	vedanA	BAve ap aNgAnAM ro- gAdinA grahaH			353	1-014-a		
aNgajaM	aNgaja	klI	aNge jAyate aNga + jan + saptamyAM janerqa iti pARinisUtreRa qaH karttari		aNge jAyate aNga	aNge jAyate aNga + jan + saptamyAM janerqa iti pARinisUtreRa qaH karttari	karttari	jan + saptamyAM janerqa iti pARinisUtreRa qaH			354	1-014-a		
aNgajaH	aNgaja										355	1-014-a		
aNgajA	aNgajA										356	1-014-a		
aNgaRaM	aNgaRa	klI	aNgyate gamyate atra + aDikaraRe lyuw pfzodarAditvARRatvam		aNgyate gamyate atra	aNgyate gamyate atra + aDikaraRe lyuw pfzodarAditvARRatvam	pfzodarAditvARRatvam	aDikaraRe lyuw			357	1-014-b		
aNgatiH	aNgati	puM	aNgyate sevAyE gamyate agi + karmmaRi ati . brahmaRi vizRO agnO ca .		aNgyate sevAyE gamyate agi	aNgyate sevAyE gamyate agi + karmmaRi ati . brahmaRi vizRO agnO ca	ca	karmmaRi ati brahmaRi vizRO agnO			358	1-014-b		
aNgadaM	aNgada	klI	aNgaM dyati vyaTayati aNga + do + kaH upapadasamAsaH		aNgaM dyati vyaTayati aNga	aNgaM dyati vyaTayati aNga + do + kaH upapadasamAsaH	upapadasamAsaH	do + kaH			359	1-014-b		
aNgadaH	aNgada	puM	aNgaM dyati yudDakAle avaKaRqayati aNga + do + karttari kaH		aNgaM dyati yudDakAle avaKaRqayati aNga	aNgaM dyati yudDakAle avaKaRqayati aNga + do + karttari kaH	kaH	do + karttari			360	1-014-b		
aNgadA	aNgadA										361	1-014-b		
aNganaM	aNgana										362	1-014-b		
aNganA	aNganA										363	1-014-b		
